id
>othe_000000001 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
">othe_000109334 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.930635838150289}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000109399 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8202; species_name=Anarrhichthys ocellatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MG551528'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 433405}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Anarrhichthys ocellatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=433405; species=433405; order_name=Perciformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9763313609467456}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Anarrhichthys ocellatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Anarrhichthys ocellatus']}; genus_name=Anarrhichthys; family_name=Anarhichadidae; genus=433404; order=8111; 
>othe_000109440 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8157; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP004445'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 8158}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Caranx; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=genus; taxid=8158; species=None; order_name=Carangiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9822485207100592}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Caranx'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Caranx latus']}; genus_name=Caranx; family_name=Carangidae; genus=8158; order=1489907; 
>othe_000109522 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KJ433563'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13589}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5767195767195767}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000109628 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KP202266'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 33554}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'order'}; scientific_name=Carnivora; match_count={'db_elas02_fish_addhuman_clean_uniq': 213}; rank=order; taxid=33554; species=None; order_name=Carnivora; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.847953216374269}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Carnivora'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=33554; 
>othe_000109637 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'JQ707047'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 9902}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6216216216216216}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000109660 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'FJ616305'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11687}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6185567010309279}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000109807 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8579881656804734}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000109863 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'JQ707047'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13487}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5879120879120879}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000109937 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MK029350'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12372}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6269430051813472}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000109955 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9608; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AM711902'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9611}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Canis; match_count={'db_elas02_fish_addhuman_clean_uniq': 22}; rank=genus; taxid=9611; species=None; order_name=Carnivora; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9881656804733728}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Canis'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Canis lupus']}; genus_name=Canis; family_name=Canidae; genus=9611; order=33554; 
">othe_000110017 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8015; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF133701'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 504568}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Salmoninae; match_count={'db_elas02_fish_addhuman_clean_uniq': 25}; rank=subfamily; taxid=504568; species=None; order_name=Salmoniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Salmoninae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Salmo trutta', 'Salvelinus curilus', 'Salvelinus leucomaenis', 'Salmo obtusirostris', 'Salvelinus alpinus', 'Salvelinus namaycush', 'Parahucho perryi', 'Salmo labrax', 'Salmo salar']}; genus_name=None; family_name=Salmonidae; genus=None; order=8006; "
>othe_000110084 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KT693380'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 1437010}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Boreoeutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 212}; rank=clade; taxid=1437010; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8023255813953488}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Boreoeutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000110106 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN015237'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 10392}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6224489795918368}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000110110 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9252873563218391}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000110273 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8157; species_name=Decapterus macarellus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM986880'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 146143}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Decapterus macarellus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=146143; species=146143; order_name=Carangiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9823529411764705}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Decapterus macarellus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Decapterus macarellus']}; genus_name=Decapterus; family_name=Carangidae; genus=58219; order=1489907; 
">othe_000110311 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 314295}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'superfamily'}; scientific_name=Hominoidea; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=superfamily; taxid=314295; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8362573099415205}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Hominoidea'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Hylobates moloch', 'Pan troglodytes']}; genus_name=None; family_name=None; genus=None; order=9443; "
>othe_000110399 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KT378620'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 8526}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6285714285714286}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000110506 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8045; species_name=Trisopterus luscus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN122935'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 27722}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Trisopterus luscus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=27722; species=27722; order_name=Gadiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9352941176470588}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Trisopterus luscus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Trisopterus luscus']}; genus_name=Trisopterus; family_name=Gadidae; genus=27721; order=8043; 
">othe_000110533 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30850; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KP874185'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 30850}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'family'}; scientific_name=Lutjanidae; match_count={'db_elas02_fish_addhuman_clean_uniq': 7}; rank=family; taxid=30850; species=None; order_name=Lutjaniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9244186046511628}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Lutjanidae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Lutjanus sebae', 'Caesio cuning', 'Lutjanus guttatus', 'Lutjanus argentimaculatus', 'Pterocaesio tile']}; genus_name=None; family_name=Lutjanidae; genus=None; order=2024539; "
>othe_000110557 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU130670'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 9416}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6372549019607843}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000110564 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469232'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13380}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5739644970414202}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000110787 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Gorilla gorilla; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9593}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Gorilla gorilla; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9593; species=9593; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9590643274853801}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gorilla gorilla'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla gorilla']}; genus_name=Gorilla; family_name=Hominidae; genus=9592; order=9443; 
>othe_000110827 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EF218624'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13649}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6030927835051546}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000110917 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9436; species_name=Chaerephon plicatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KY581660'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 478698}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Chaerephon plicatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=478698; species=478698; order_name=Chiroptera; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9707602339181286}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Chaerephon plicatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Chaerephon plicatus']}; genus_name=Chaerephon; family_name=Molossidae; genus=242383; order=9397; 
>othe_000110931 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30850; species_name=Lutjanus argentimaculatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MG255111'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 211834}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Lutjanus argentimaculatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=211834; species=211834; order_name=Lutjaniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9763313609467456}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Lutjanus argentimaculatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Lutjanus argentimaculatus']}; genus_name=Lutjanus; family_name=Lutjanidae; genus=40493; order=2024539; 
>othe_000110994 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30854; species_name=Mulloidichthys vanicolensis; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP012310'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 342443}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Mulloidichthys vanicolensis; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=342443; species=342443; order_name=Syngnathiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Mulloidichthys vanicolensis'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Mulloidichthys vanicolensis']}; genus_name=Mulloidichthys; family_name=Mullidae; genus=342442; order=129912; 
">othe_000111019 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=461499; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ352654'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 103980}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Atherinopsinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 10}; rank=subfamily; taxid=103980; species=None; order_name=Atheriniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9230769230769231}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Atherinopsinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Odontesthes incisa', 'Basilichthys microlepidotus', 'Odontesthes bonariensis', 'Odontesthes sp. Odsp-001', 'Odontesthes argentinensis', 'Leuresthes tenuis', 'Odontesthes hatcheri']}; genus_name=None; family_name=Atherinopsidae; genus=None; order=8075; "
">othe_000111026 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30892; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KY657279'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 30892}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'family'}; scientific_name=Stichaeidae; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=family; taxid=30892; species=None; order_name=Perciformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9940828402366864}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Stichaeidae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Xiphister atropurpureus', 'Eumesogrammus praecisus']}; genus_name=None; family_name=Stichaeidae; genus=None; order=8111; "
>othe_000111092 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469231'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12103}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5885714285714285}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000111107 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP014587'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11889}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.616580310880829}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000111341 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30874; species_name=Sillago sp. ZP0807085; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MF572007'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 2079474}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sillago sp. ZP0807085; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=2079474; species=2079474; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9880952380952381}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sillago sp. ZP0807085'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sillago sp. ZP0807085']}; genus_name=Sillago; family_name=Sillaginidae; genus=43257; order=None; 
">othe_000111451 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 50}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9176470588235294}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla beringei', 'Gorilla gorilla', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
">othe_000111532 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EF616820'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 1489922}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eupercaria; match_count={'db_elas02_fish_addhuman_clean_uniq': 9}; rank=clade; taxid=1489922; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9064327485380117}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eupercaria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Chelmonops truncatus', 'Prognathodes aya', 'Lutjanus decussatus', 'Coradion chrysozonus', 'Lutjanus carponotatus', 'Lutjanus lemniscatus', 'Lutjanus rivulatus', 'Amphichaetodon melbae']}; genus_name=None; family_name=None; genus=None; order=None; "
